"Ticket";"Symbol";"Type";"Open time";"Open price";"Size";"Close time";"Close price";"Profit/Loss";"Balance";"Sample type";"Close type";"MAE ($)";"MFE ($)";"Time in trade";"Comment"
"354";"USDJPY_M1";"Buy";"2015.11.06 16:00:00";"123.192";"0.10000";"2015.11.06 21:00:00";"123.201";"0.90";"11677.20";"IST";"End Of Friday (Time)";"-4.10";"7.50";"5h 0m";""
"355";"USDJPY_M1";"Sell";"2015.11.08 23:00:00";"123.314";"0.10000";"2015.11.13 21:00:00";"122.673";"64.10";"11741.30";"IST";"End Of Friday (Time)";"-30.80";"85.10";"4d 22h 0m";""
"356";"USDJPY_M1";"Buy";"2015.11.16 03:00:00";"122.493";"0.10000";"2015.11.20 21:00:00";"122.900";"40.70";"11782.00";"IST";"End Of Friday (Time)";"-10.80";"125.70";"4d 18h 0m";""
"357";"USDJPY_M1";"Buy";"2015.11.22 22:00:00";"122.831";"0.10000";"2015.11.24 08:00:00";"122.481";"-35.00";"11747.00";"IST";"SL";"-35.00";"42.80";"1d 10h 0m";""
"358";"USDJPY_M1";"Buy";"2015.11.24 13:00:00";"122.542";"0.10000";"2015.11.27 21:00:00";"122.845";"30.30";"11777.30";"IST";"End Of Friday (Time)";"-28.40";"39.20";"3d 8h 0m";""
"359";"USDJPY_M1";"Sell";"2015.11.30 00:00:00";"122.832";"0.10000";"2015.11.30 15:00:00";"123.182";"-35.00";"11742.30";"IST";"SL";"-35.00";"12.60";"15h 0m";""
"360";"USDJPY_M1";"Sell";"2015.11.30 16:00:00";"123.280";"0.10000";"2015.12.02 17:00:00";"123.630";"-35.00";"11707.30";"IST";"SL";"-35.00";"61.70";"2d 1h 0m";""
"361";"USDJPY_M1";"Sell";"2015.12.02 21:00:00";"123.226";"0.10000";"2015.12.03 09:00:00";"123.576";"-35.00";"11672.30";"IST";"SL";"-35.00";"1.00";"12h 0m";""
"362";"USDJPY_M1";"Sell";"2015.12.03 10:00:00";"123.474";"0.10000";"2015.12.04 21:00:00";"123.197";"27.70";"11700.00";"IST";"End Of Friday (Time)";"-3.80";"115.70";"1d 11h 0m";""
"363";"USDJPY_M1";"Sell";"2015.12.07 03:00:00";"123.302";"0.10000";"2015.12.09 17:00:00";"121.502";"180.00";"11880.00";"IST";"PT";"-19.40";"180.00";"2d 14h 0m";""
"364";"USDJPY_M1";"Buy";"2015.12.09 23:00:00";"121.650";"0.10000";"2015.12.10 01:00:00";"121.300";"-35.00";"11845.00";"IST";"SL";"-35.00";"9.60";"2h 0m";""
"365";"USDJPY_M1";"Buy";"2015.12.10 02:00:00";"121.564";"0.10000";"2015.12.11 14:00:00";"121.214";"-35.00";"11810.00";"IST";"SL";"-35.00";"66.50";"1d 12h 0m";""
"366";"USDJPY_M1";"Sell";"2015.12.11 17:00:00";"120.953";"0.10000";"2015.12.11 21:00:00";"120.894";"5.90";"11815.90";"IST";"End Of Friday (Time)";"0.00";"35.20";"4h 0m";""
"367";"USDJPY_M1";"Buy";"2015.12.13 23:00:00";"121.095";"0.10000";"2015.12.13 23:00:00";"120.745";"-35.00";"11780.90";"IST";"SL";"-35.00";"0.00";"0s";""
"368";"USDJPY_M1";"Buy";"2015.12.14 00:00:00";"120.909";"0.10000";"2015.12.14 16:00:00";"120.559";"-35.00";"11745.90";"IST";"SL";"-35.00";"44.40";"16h 0m";""
"369";"USDJPY_M1";"Buy";"2015.12.14 20:00:00";"120.852";"0.10000";"2015.12.17 14:00:00";"122.652";"180.00";"11925.90";"IST";"PT";"-27.80";"180.00";"2d 18h 0m";""
"370";"USDJPY_M1";"Sell";"2015.12.17 15:00:00";"122.700";"0.10000";"2015.12.18 03:00:00";"123.050";"-35.00";"11890.90";"IST";"SL";"-35.00";"33.00";"12h 0m";""
"371";"USDJPY_M1";"Buy";"2015.12.18 06:00:00";"121.908";"0.10000";"2015.12.18 08:00:00";"121.558";"-35.00";"11855.90";"IST";"SL";"-35.00";"20.30";"2h 0m";""
"372";"USDJPY_M1";"Sell";"2015.12.18 11:00:00";"121.598";"0.10000";"2015.12.18 21:00:00";"121.270";"32.80";"11888.70";"IST";"End Of Friday (Time)";"-17.40";"52.00";"10h 0m";""
"373";"USDJPY_M1";"Buy";"2015.12.20 23:00:00";"121.329";"0.10000";"2015.12.21 16:00:00";"120.979";"-35.00";"11853.70";"IST";"SL";"-35.00";"17.50";"17h 0m";""
"374";"USDJPY_M1";"Buy";"2015.12.21 23:00:00";"121.254";"0.10000";"2015.12.22 09:00:00";"120.904";"-35.00";"11818.70";"IST";"SL";"-35.00";"5.60";"10h 0m";""
"375";"USDJPY_M1";"Buy";"2015.12.22 16:00:00";"120.915";"0.10000";"2015.12.24 05:00:00";"120.565";"-35.00";"11783.70";"IST";"SL";"-35.00";"21.70";"1d 13h 0m";""
"376";"USDJPY_M1";"Buy";"2015.12.24 14:00:00";"120.372";"0.10000";"2015.12.27 22:00:00";"120.182";"-19.00";"11764.70";"IST";"End Of Friday";"-34.00";"5.60";"3d 8h 0m";""
"377";"USDJPY_M1";"Buy";"2015.12.27 23:00:00";"120.274";"0.10000";"2016.01.03 22:00:00";"120.188";"-8.60";"11756.10";"IST";"End Of Friday";"-26.90";"37.90";"6d 23h 0m";""
"378";"USDJPY_M1";"Buy";"2016.01.03 22:00:00";"120.208";"0.10000";"2016.01.04 02:00:00";"119.858";"-35.00";"11721.10";"IST";"SL";"-35.00";"25.60";"4h 0m";""
"379";"USDJPY_M1";"Buy";"2016.01.04 03:00:00";"119.837";"0.10000";"2016.01.04 04:00:00";"119.487";"-35.00";"11686.10";"IST";"SL";"-35.00";"0.00";"1h 0m";""
"380";"USDJPY_M1";"Buy";"2016.01.04 13:00:00";"119.087";"0.10000";"2016.01.06 01:00:00";"118.737";"-35.00";"11651.10";"IST";"SL";"-35.00";"60.70";"1d 12h 0m";""
"381";"USDJPY_M1";"Buy";"2016.01.06 02:00:00";"118.585";"0.10000";"2016.01.07 01:00:00";"118.235";"-35.00";"11616.10";"IST";"SL";"-35.00";"23.00";"23h 0m";""
"382";"USDJPY_M1";"Sell";"2016.01.07 04:00:00";"118.209";"0.10000";"2016.01.08 01:00:00";"118.559";"-35.00";"11581.10";"IST";"SL";"-35.00";"86.10";"21h 0m";""
"383";"USDJPY_M1";"Buy";"2016.01.08 03:00:00";"118.228";"0.10000";"2016.01.08 15:00:00";"117.878";"-35.00";"11546.10";"IST";"SL";"-35.00";"60.20";"12h 0m";""
"384";"USDJPY_M1";"Sell";"2016.01.08 16:00:00";"117.684";"0.10000";"2016.01.08 21:00:00";"117.516";"16.80";"11562.90";"IST";"End Of Friday (Time)";"-28.40";"21.50";"5h 0m";""
"385";"USDJPY_M1";"Buy";"2016.01.11 04:00:00";"117.372";"0.10000";"2016.01.15 13:00:00";"117.022";"-35.00";"11527.90";"IST";"SL";"-35.00";"100.70";"4d 9h 0m";""
"386";"USDJPY_M1";"Buy";"2016.01.17 22:00:00";"116.699";"0.10000";"2016.01.20 08:00:00";"116.349";"-35.00";"11492.90";"IST";"SL";"-35.00";"141.50";"2d 10h 0m";""
"387";"USDJPY_M1";"Buy";"2016.01.20 12:00:00";"116.524";"0.10000";"2016.01.22 14:00:00";"118.324";"180.00";"11672.90";"IST";"PT";"-32.20";"180.00";"2d 2h 0m";""
"388";"USDJPY_M1";"Sell";"2016.01.22 16:00:00";"118.512";"0.10000";"2016.01.22 20:00:00";"118.862";"-35.00";"11637.90";"IST";"SL";"-35.00";"14.60";"4h 0m";""
"389";"USDJPY_M1";"Sell";"2016.01.25 00:00:00";"118.559";"0.10000";"2016.01.27 16:00:00";"118.909";"-35.00";"11602.90";"IST";"SL";"-35.00";"88.30";"2d 16h 0m";""
"390";"USDJPY_M1";"Sell";"2016.01.27 22:00:00";"118.658";"0.10000";"2016.01.28 14:00:00";"119.008";"-35.00";"11567.90";"IST";"SL";"-35.00";"22.40";"16h 0m";""
"391";"USDJPY_M1";"Sell";"2016.01.28 17:00:00";"118.613";"0.10000";"2016.01.28 23:00:00";"118.963";"-35.00";"11532.90";"IST";"SL";"-35.00";"0.00";"6h 0m";""
"392";"USDJPY_M1";"Sell";"2016.01.29 03:00:00";"118.593";"0.10000";"2016.01.29 03:00:00";"118.943";"-35.00";"11497.90";"IST";"SL";"-35.00";"7.50";"0s";""
"393";"USDJPY_M1";"Buy";"2016.01.29 06:00:00";"120.582";"0.10000";"2016.01.29 21:00:00";"121.067";"48.50";"11546.40";"IST";"End Of Friday (Time)";"-5.90";"110.40";"15h 0m";""
"394";"USDJPY_M1";"Sell";"2016.01.31 22:00:00";"121.330";"0.10000";"2016.02.03 01:00:00";"119.530";"180.00";"11726.40";"IST";"PT";"-17.70";"180.00";"2d 3h 0m";""
"395";"USDJPY_M1";"Buy";"2016.02.03 02:00:00";"119.639";"0.10000";"2016.02.03 10:00:00";"119.289";"-35.00";"11691.40";"IST";"SL";"-35.00";"40.40";"8h 0m";""
"396";"USDJPY_M1";"Buy";"2016.02.03 11:00:00";"119.277";"0.10000";"2016.02.03 14:00:00";"118.927";"-35.00";"11656.40";"IST";"SL";"-35.00";"34.60";"3h 0m";""
"397";"USDJPY_M1";"Buy";"2016.02.03 22:00:00";"117.904";"0.10000";"2016.02.04 09:00:00";"117.554";"-35.00";"11621.40";"IST";"SL";"-35.00";"33.60";"11h 0m";""
"398";"USDJPY_M1";"Buy";"2016.02.04 10:00:00";"117.725";"0.10000";"2016.02.04 12:00:00";"117.375";"-35.00";"11586.40";"IST";"SL";"-35.00";"5.90";"2h 0m";""
"399";"USDJPY_M1";"Buy";"2016.02.04 22:00:00";"116.796";"0.10000";"2016.02.05 13:00:00";"116.446";"-35.00";"11551.40";"IST";"SL";"-35.00";"18.60";"15h 0m";""
"400";"USDJPY_M1";"Buy";"2016.02.05 16:00:00";"117.019";"0.10000";"2016.02.05 21:00:00";"116.971";"-4.80";"11546.60";"IST";"End Of Friday (Time)";"-18.30";"6.30";"5h 0m";""
"401";"USDJPY_M1";"Sell";"2016.02.08 10:00:00";"116.742";"0.10000";"2016.02.09 01:00:00";"114.942";"180.00";"11726.60";"IST";"PT";"-2.90";"180.00";"15h 0m";""
"402";"USDJPY_M1";"Buy";"2016.02.09 02:00:00";"115.240";"0.10000";"2016.02.09 02:00:00";"114.890";"-35.00";"11691.60";"IST";"SL";"-35.00";"0.30";"0s";""
"403";"USDJPY_M1";"Buy";"2016.02.09 08:00:00";"115.321";"0.10000";"2016.02.09 11:00:00";"114.971";"-35.00";"11656.60";"IST";"SL";"-35.00";"22.00";"3h 0m";""
"404";"USDJPY_M1";"Buy";"2016.02.09 12:00:00";"115.074";"0.10000";"2016.02.09 12:00:00";"114.724";"-35.00";"11621.60";"IST";"SL";"-35.00";"1.00";"0s";""
"405";"USDJPY_M1";"Buy";"2016.02.09 13:00:00";"114.842";"0.10000";"2016.02.09 13:00:00";"114.492";"-35.00";"11586.60";"IST";"SL";"-35.00";"13.10";"0s";""
"406";"USDJPY_M1";"Buy";"2016.02.09 14:00:00";"114.397";"0.10000";"2016.02.10 16:00:00";"114.047";"-35.00";"11551.60";"IST";"SL";"-35.00";"98.70";"1d 2h 0m";""
"407";"USDJPY_M1";"Sell";"2016.02.10 18:00:00";"114.144";"0.10000";"2016.02.11 06:00:00";"112.344";"180.00";"11731.60";"IST";"PT";"0.00";"180.00";"12h 0m";""
"408";"USDJPY_M1";"Buy";"2016.02.11 08:00:00";"112.748";"0.10000";"2016.02.11 08:00:00";"112.398";"-35.00";"11696.60";"IST";"SL";"-35.00";"0.00";"0s";""
"409";"USDJPY_M1";"Buy";"2016.02.11 09:00:00";"111.589";"0.10000";"2016.02.11 09:00:00";"111.239";"-35.00";"11661.60";"IST";"SL";"-35.00";"0.00";"0s";""
"410";"USDJPY_M1";"Buy";"2016.02.11 10:00:00";"111.353";"0.10000";"2016.02.11 12:00:00";"113.153";"180.00";"11841.60";"IST";"PT";"-24.50";"180.00";"2h 0m";""
"411";"USDJPY_M1";"Buy";"2016.02.11 13:00:00";"112.213";"0.10000";"2016.02.11 15:00:00";"111.863";"-35.00";"11806.60";"IST";"SL";"-35.00";"47.50";"2h 0m";""
"412";"USDJPY_M1";"Buy";"2016.02.11 16:00:00";"111.896";"0.10000";"2016.02.12 21:00:00";"113.292";"139.60";"11946.20";"IST";"End Of Friday (Time)";"-32.30";"164.20";"1d 5h 0m";""
"413";"USDJPY_M1";"Sell";"2016.02.15 03:00:00";"113.806";"0.10000";"2016.02.15 12:00:00";"114.156";"-35.00";"11911.20";"IST";"SL";"-35.00";"18.60";"9h 0m";""
"414";"USDJPY_M1";"Sell";"2016.02.15 13:00:00";"114.138";"0.10000";"2016.02.15 15:00:00";"114.488";"-35.00";"11876.20";"IST";"SL";"-35.00";"6.80";"2h 0m";""
"415";"USDJPY_M1";"Sell";"2016.02.15 21:00:00";"114.570";"0.10000";"2016.02.19 01:00:00";"112.770";"180.00";"12056.20";"IST";"PT";"-32.60";"180.00";"3d 4h 0m";""
"416";"USDJPY_M1";"Buy";"2016.02.19 06:00:00";"113.084";"0.10000";"2016.02.19 16:00:00";"112.734";"-35.00";"12021.20";"IST";"SL";"-35.00";"13.10";"10h 0m";""
"417";"USDJPY_M1";"Buy";"2016.02.19 17:00:00";"112.450";"0.10000";"2016.02.19 21:00:00";"112.651";"20.10";"12041.30";"IST";"End Of Friday (Time)";"-2.80";"24.00";"4h 0m";""
"418";"USDJPY_M1";"Buy";"2016.02.21 22:00:00";"112.577";"0.10000";"2016.02.23 01:00:00";"112.227";"-35.00";"12006.30";"IST";"SL";"-35.00";"81.10";"1d 3h 0m";""
"419";"USDJPY_M1";"Sell";"2016.02.23 03:00:00";"112.200";"0.10000";"2016.02.23 04:00:00";"112.550";"-35.00";"11971.30";"IST";"SL";"-35.00";"20.70";"1h 0m";""
"420";"USDJPY_M1";"Buy";"2016.02.23 07:00:00";"112.279";"0.10000";"2016.02.23 08:00:00";"111.929";"-35.00";"11936.30";"IST";"SL";"-35.00";"5.40";"1h 0m";""
"421";"USDJPY_M1";"Buy";"2016.02.23 14:00:00";"112.339";"0.10000";"2016.02.23 15:00:00";"111.989";"-35.00";"11901.30";"IST";"SL";"-35.00";"7.50";"1h 0m";""
"422";"USDJPY_M1";"Buy";"2016.02.23 16:00:00";"112.085";"0.10000";"2016.02.24 04:00:00";"111.735";"-35.00";"11866.30";"IST";"SL";"-35.00";"16.20";"12h 0m";""
"423";"USDJPY_M1";"Buy";"2016.02.24 09:00:00";"112.113";"0.10000";"2016.02.24 10:00:00";"111.763";"-35.00";"11831.30";"IST";"SL";"-35.00";"0.00";"1h 0m";""
"424";"USDJPY_M1";"Buy";"2016.02.24 15:00:00";"111.483";"0.10000";"2016.02.24 15:00:00";"111.133";"-35.00";"11796.30";"IST";"SL";"-35.00";"2.00";"0s";""
"425";"USDJPY_M1";"Buy";"2016.02.24 20:00:00";"111.667";"0.10000";"2016.02.26 14:00:00";"113.467";"180.00";"11976.30";"IST";"PT";"-2.00";"180.00";"1d 18h 0m";""
"426";"USDJPY_M1";"Sell";"2016.02.28 23:00:00";"113.688";"0.10000";"2016.03.01 17:00:00";"114.038";"-35.00";"11941.30";"IST";"SL";"-35.00";"151.00";"1d 18h 0m";""
"427";"USDJPY_M1";"Buy";"2016.03.01 18:00:00";"114.025";"0.10000";"2016.03.02 18:00:00";"113.675";"-35.00";"11906.30";"IST";"SL";"-35.00";"53.00";"1d 0h 0m";""
"428";"USDJPY_M1";"Sell";"2016.03.02 19:00:00";"113.393";"0.10000";"2016.03.03 00:00:00";"113.743";"-35.00";"11871.30";"IST";"SL";"-35.00";"15.80";"5h 0m";""
"429";"USDJPY_M1";"Buy";"2016.03.03 02:00:00";"113.853";"0.10000";"2016.03.03 15:00:00";"113.503";"-35.00";"11836.30";"IST";"SL";"-35.00";"41.50";"13h 0m";""
"430";"USDJPY_M1";"Buy";"2016.03.04 05:00:00";"113.718";"0.10000";"2016.03.04 14:00:00";"113.368";"-35.00";"11801.30";"IST";"SL";"-35.00";"49.40";"9h 0m";""
"431";"USDJPY_M1";"Sell";"2016.03.04 16:00:00";"113.798";"0.10000";"2016.03.04 18:00:00";"114.148";"-35.00";"11766.30";"IST";"SL";"-35.00";"0.60";"2h 0m";""
"432";"USDJPY_M1";"Sell";"2016.03.07 00:00:00";"113.828";"0.10000";"2016.03.10 12:00:00";"114.178";"-35.00";"11731.30";"IST";"SL";"-35.00";"158.00";"3d 12h 0m";""
"433";"USDJPY_M1";"Sell";"2016.03.10 13:00:00";"114.153";"0.10000";"2016.03.11 21:00:00";"113.831";"32.20";"11763.50";"IST";"End Of Friday (Time)";"-9.50";"152.30";"1d 8h 0m";""
"434";"USDJPY_M1";"Sell";"2016.03.14 02:00:00";"113.935";"0.10000";"2016.03.17 04:00:00";"112.135";"180.00";"11943.50";"IST";"PT";"-22.10";"180.00";"3d 2h 0m";""
"435";"USDJPY_M1";"Buy";"2016.03.17 05:00:00";"112.059";"0.10000";"2016.03.17 07:00:00";"111.709";"-35.00";"11908.50";"IST";"SL";"-35.00";"21.70";"2h 0m";""
"436";"USDJPY_M1";"Buy";"2016.03.17 15:00:00";"111.434";"0.10000";"2016.03.17 16:00:00";"111.084";"-35.00";"11873.50";"IST";"SL";"-35.00";"19.30";"1h 0m";""
"437";"USDJPY_M1";"Buy";"2016.03.17 18:00:00";"111.376";"0.10000";"2016.03.18 00:00:00";"111.026";"-35.00";"11838.50";"IST";"SL";"-35.00";"18.50";"6h 0m";""
"438";"USDJPY_M1";"Buy";"2016.03.18 01:00:00";"111.054";"0.10000";"2016.03.20 21:00:00";"111.509";"45.50";"11884.00";"IST";"End Of Friday";"-2.90";"70.40";"2d 20h 0m";""
"439";"USDJPY_M1";"Sell";"2016.03.21 18:00:00";"111.784";"0.10000";"2016.03.21 22:00:00";"112.134";"-35.00";"11849.00";"IST";"SL";"-35.00";"1.80";"4h 0m";""
"440";"USDJPY_M1";"Sell";"2016.03.22 03:00:00";"112.012";"0.10000";"2016.03.22 17:00:00";"112.362";"-35.00";"11814.00";"IST";"SL";"-35.00";"61.30";"14h 0m";""
"441";"USDJPY_M1";"Sell";"2016.03.23 01:00:00";"112.224";"0.10000";"2016.03.23 08:00:00";"112.574";"-35.00";"11779.00";"IST";"SL";"-35.00";"6.30";"7h 0m";""
"442";"USDJPY_M1";"Sell";"2016.03.23 10:00:00";"112.661";"0.10000";"2016.03.24 07:00:00";"113.011";"-35.00";"11744.00";"IST";"SL";"-35.00";"34.70";"21h 0m";""
"443";"USDJPY_M1";"Sell";"2016.03.24 15:00:00";"112.542";"0.10000";"2016.03.24 20:00:00";"112.892";"-35.00";"11709.00";"IST";"SL";"-35.00";"1.80";"5h 0m";""
"444";"USDJPY_M1";"Sell";"2016.03.25 05:00:00";"113.136";"0.10000";"2016.03.27 21:00:00";"113.177";"-4.10";"11704.90";"IST";"End Of Friday";"-5.10";"23.10";"2d 16h 0m";""
"445";"USDJPY_M1";"Sell";"2016.03.27 22:00:00";"113.329";"0.10000";"2016.03.28 02:00:00";"113.679";"-35.00";"11669.90";"IST";"SL";"-35.00";"8.40";"4h 0m";""
"446";"USDJPY_M1";"Sell";"2016.03.28 07:00:00";"113.557";"0.10000";"2016.04.01 16:00:00";"111.757";"180.00";"11849.90";"IST";"PT";"-26.50";"180.00";"4d 9h 0m";""
"447";"USDJPY_M1";"Buy";"2016.04.01 17:00:00";"111.775";"0.10000";"2016.04.03 21:00:00";"111.602";"-17.30";"11832.60";"IST";"End Of Friday";"-19.20";"7.90";"2d 4h 0m";""
"448";"USDJPY_M1";"Buy";"2016.04.04 01:00:00";"111.467";"0.10000";"2016.04.04 17:00:00";"111.117";"-35.00";"11797.60";"IST";"SL";"-35.00";"27.20";"16h 0m";""
"449";"USDJPY_M1";"Buy";"2016.04.04 22:00:00";"111.335";"0.10000";"2016.04.05 00:00:00";"110.985";"-35.00";"11762.60";"IST";"SL";"-35.00";"0.00";"2h 0m";""
"450";"USDJPY_M1";"Buy";"2016.04.05 07:00:00";"110.437";"0.10000";"2016.04.05 15:00:00";"110.087";"-35.00";"11727.60";"IST";"SL";"-35.00";"38.60";"8h 0m";""
"451";"USDJPY_M1";"Buy";"2016.04.05 16:00:00";"110.097";"0.10000";"2016.04.06 15:00:00";"109.747";"-35.00";"11692.60";"IST";"SL";"-35.00";"54.10";"23h 0m";""
"452";"USDJPY_M1";"Sell";"2016.04.06 17:00:00";"109.719";"0.10000";"2016.04.07 14:00:00";"107.919";"180.00";"11872.60";"IST";"PT";"-20.40";"180.00";"21h 0m";""
"453";"USDJPY_M1";"Buy";"2016.04.07 15:00:00";"107.945";"0.10000";"2016.04.10 21:00:00";"107.968";"2.30";"11874.90";"IST";"End Of Friday";"0.00";"115.20";"3d 6h 0m";""
"454";"USDJPY_M1";"Buy";"2016.04.11 01:00:00";"108.040";"0.10000";"2016.04.11 01:00:00";"107.690";"-35.00";"11839.90";"IST";"SL";"-35.00";"0.00";"0s";""
"455";"USDJPY_M1";"Buy";"2016.04.11 08:00:00";"108.079";"0.10000";"2016.04.17 21:00:00";"108.158";"7.90";"11847.80";"IST";"End Of Friday";"-29.00";"165.10";"6d 13h 0m";""
"456";"USDJPY_M1";"Buy";"2016.04.17 21:00:00";"108.178";"0.10000";"2016.04.22 04:00:00";"109.978";"180.00";"12027.80";"IST";"PT";"-34.00";"180.00";"4d 7h 0m";""
"457";"USDJPY_M1";"Buy";"2016.04.22 05:00:00";"110.057";"0.10000";"2016.04.24 21:00:00";"111.830";"177.30";"12205.10";"IST";"End Of Friday";"0.00";"177.30";"2d 16h 0m";""
"458";"USDJPY_M1";"Sell";"2016.04.24 21:00:00";"111.830";"0.10000";"2016.04.28 03:00:00";"110.030";"180.00";"12385.10";"IST";"PT";"-7.30";"180.00";"3d 6h 0m";""
"459";"USDJPY_M1";"Sell";"2016.04.28 06:00:00";"108.959";"0.10000";"2016.04.29 01:00:00";"107.159";"180.00";"12565.10";"IST";"PT";"-2.00";"180.00";"19h 0m";""
"460";"USDJPY_M1";"Buy";"2016.04.29 08:00:00";"107.140";"0.10000";"2016.04.29 15:00:00";"106.790";"-35.00";"12530.10";"IST";"SL";"-35.00";"27.40";"7h 0m";""
"461";"USDJPY_M1";"Buy";"2016.04.29 16:00:00";"106.924";"0.10000";"2016.04.29 19:00:00";"106.574";"-35.00";"12495.10";"IST";"SL";"-35.00";"6.40";"3h 0m";""
"462";"USDJPY_M1";"Buy";"2016.05.01 21:00:00";"106.223";"0.10000";"2016.05.03 05:00:00";"105.873";"-35.00";"12460.10";"IST";"SL";"-35.00";"59.50";"1d 8h 0m";""
"463";"USDJPY_M1";"Buy";"2016.05.03 12:00:00";"105.891";"0.10000";"2016.05.08 21:00:00";"107.054";"116.30";"12576.40";"IST";"End Of Friday";"-0.50";"160.80";"5d 9h 0m";""
"464";"USDJPY_M1";"Buy";"2016.05.09 01:00:00";"107.490";"0.10000";"2016.05.10 16:00:00";"109.290";"180.00";"12756.40";"IST";"PT";"-25.90";"180.00";"1d 15h 0m";""
"465";"USDJPY_M1";"Sell";"2016.05.10 17:00:00";"109.281";"0.10000";"2016.05.15 21:00:00";"108.630";"65.10";"12821.50";"IST";"End Of Friday";"-29.30";"103.40";"5d 4h 0m";""
"466";"USDJPY_M1";"Buy";"2016.05.16 02:00:00";"108.883";"0.10000";"2016.05.22 21:00:00";"110.099";"121.60";"12943.10";"IST";"End Of Friday";"-24.50";"170.50";"6d 19h 0m";""
"467";"USDJPY_M1";"Sell";"2016.05.23 00:00:00";"110.030";"0.10000";"2016.05.25 12:00:00";"110.380";"-35.00";"12908.10";"IST";"SL";"-35.00";"89.90";"2d 12h 0m";""
"468";"USDJPY_M1";"Sell";"2016.05.25 14:00:00";"110.300";"0.10000";"2016.05.29 21:00:00";"110.431";"-13.10";"12895.00";"IST";"End Of Friday";"-16.70";"86.40";"4d 7h 0m";""
"469";"USDJPY_M1";"Sell";"2016.05.30 11:00:00";"111.111";"0.10000";"2016.06.01 11:00:00";"109.311";"180.00";"13075.00";"IST";"PT";"-25.80";"180.00";"2d 0h 0m";""
"470";"USDJPY_M1";"Buy";"2016.06.01 16:00:00";"109.575";"0.10000";"2016.06.02 01:00:00";"109.225";"-35.00";"13040.00";"IST";"SL";"-35.00";"12.20";"9h 0m";""
"471";"USDJPY_M1";"Buy";"2016.06.02 02:00:00";"109.222";"0.10000";"2016.06.02 02:00:00";"108.872";"-35.00";"13005.00";"IST";"SL";"-35.00";"0.00";"0s";""
"472";"USDJPY_M1";"Buy";"2016.06.02 07:00:00";"109.208";"0.10000";"2016.06.02 08:00:00";"108.858";"-35.00";"12970.00";"IST";"SL";"-35.00";"5.60";"1h 0m";""
"473";"USDJPY_M1";"Buy";"2016.06.02 09:00:00";"109.015";"0.10000";"2016.06.02 12:00:00";"108.665";"-35.00";"12935.00";"IST";"SL";"-35.00";"11.30";"3h 0m";""
"474";"USDJPY_M1";"Buy";"2016.06.02 18:00:00";"108.814";"0.10000";"2016.06.03 12:00:00";"108.464";"-35.00";"12900.00";"IST";"SL";"-35.00";"32.10";"18h 0m";""
"475";"USDJPY_M1";"Sell";"2016.06.03 15:00:00";"106.773";"0.10000";"2016.06.05 21:00:00";"106.567";"20.60";"12920.60";"IST";"End Of Friday";"-17.70";"24.40";"2d 6h 0m";""
"476";"USDJPY_M1";"Buy";"2016.06.05 22:00:00";"106.527";"0.10000";"2016.06.12 21:00:00";"106.800";"27.30";"12947.90";"IST";"End Of Friday";"-27.10";"137.60";"6d 23h 0m";""
"477";"USDJPY_M1";"Sell";"2016.06.12 21:00:00";"106.800";"0.10000";"2016.06.16 02:00:00";"105.000";"180.00";"13127.90";"IST";"PT";"-7.50";"180.00";"3d 5h 0m";""
"478";"USDJPY_M1";"Sell";"2016.06.16 03:00:00";"104.832";"0.10000";"2016.06.19 21:00:00";"104.681";"15.10";"13143.00";"IST";"End Of Friday";"-1.30";"126.20";"3d 18h 0m";""
"479";"USDJPY_M1";"Sell";"2016.06.20 04:00:00";"104.554";"0.10000";"2016.06.21 19:00:00";"104.904";"-35.00";"13108.00";"IST";"SL";"-35.00";"95.10";"1d 15h 0m";""
"480";"USDJPY_M1";"Sell";"2016.06.21 23:00:00";"104.680";"0.10000";"2016.06.23 09:00:00";"105.030";"-35.00";"13073.00";"IST";"SL";"-35.00";"63.50";"1d 10h 0m";""
"481";"USDJPY_M1";"Buy";"2016.06.23 12:00:00";"105.523";"0.10000";"2016.06.23 23:00:00";"105.173";"-35.00";"13038.00";"IST";"SL";"-35.00";"128.60";"11h 0m";""
"482";"USDJPY_M1";"Sell";"2016.06.24 01:00:00";"105.174";"0.10000";"2016.06.24 02:00:00";"103.374";"180.00";"13218.00";"IST";"PT";"0.00";"183.00";"1h 0m";""
"483";"USDJPY_M1";"Sell";"2016.06.24 03:00:00";"101.574";"0.10000";"2016.06.24 05:00:00";"101.924";"-35.00";"13183.00";"IST";"SL";"-35.00";"162.60";"2h 0m";""
"484";"USDJPY_M1";"Buy";"2016.06.24 08:00:00";"103.105";"0.10000";"2016.06.24 08:00:00";"102.755";"-35.00";"13148.00";"IST";"SL";"-35.00";"0.10";"0s";""
"485";"USDJPY_M1";"Buy";"2016.06.24 09:00:00";"102.978";"0.10000";"2016.06.24 10:00:00";"102.628";"-35.00";"13113.00";"IST";"SL";"-35.00";"20.00";"1h 0m";""
"486";"USDJPY_M1";"Buy";"2016.06.24 11:00:00";"102.156";"0.10000";"2016.06.26 21:00:00";"101.806";"-35.00";"13078.00";"IST";"SL";"-35.00";"60.50";"2d 10h 0m";""
